INFO2023-01-11 17:02:47,190 basehttp 4696  13460 "GET /index/ HTTP/1.1" 200 8
DEBUG2023-01-11 18:08:13,280 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\asyncio\exceptions.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,280 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\importlib\util.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\auth\apps.py first seen with mtime 1642412370.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\checks\templates.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\email\quoprimime.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\middleware\cache.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\exceptions.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\sqlparse\tokens.py first seen with mtime 1642412366.0
DEBUG2023-01-11 18:08:13,281 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\asyncio\streams.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\asgiref\__init__.py first seen with mtime 1642412366.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\DLLs\_socket.pyd first seen with mtime 1659371398.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1642412368.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\asyncio\base_subprocess.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\_collections_abc.py first seen with mtime 1659371368.0
